Id,SalePrice_pred
1461,119559.54071403973
1462,147800.43706084546
1463,169161.81996340773
1464,182140.98264580278
1465,194200.94140533204
1466,170408.67243936568
1467,178644.31643308463
1468,159370.3000966147
1469,206868.54153915332
1470,116291.48965894154
1471,182701.23238258838
1472,99659.2152471173
1473,91423.18180608637
1474,142903.47977064882
1475,109262.6660074002
1476,358916.92378441256
1477,252108.0174412334
1478,320770.6503851621
1479,303141.1096214991
1480,444881.03568949876
1481,311515.08108467737
1482,213385.1482775582
1483,176142.95484582614
1484,161687.56531637642
1485,199725.8791096643
1486,200296.21830487615
1487,322214.72927170596
1488,232735.20877214515
1489,189744.2169957405
1490,248380.13130201946
1491,199612.77112512864
1492,95939.59359919108
1493,210979.17422888445
1494,300757.4942944489
1495,285005.75825913035
1496,235473.67960737628
1497,171912.44903433256
1498,153525.2797182883
1499,155894.9366619149
1500,146227.02136712562
1501,188529.11493124848
1502,145448.10956672387
1503,269196.4653118275
1504,239323.2343691793
1505,221105.16381178002
1506,182800.35453792865
1507,245597.48796134122
1508,188956.36408411982
1509,160758.48904179886
1510,139725.84596949298
1511,144130.75998540243
1512,179067.11243508465
1513,160776.24123973172
1514,148789.13443610023
1515,194777.39403655168
1516,163488.00081865944
1517,166933.45472400126
1518,123537.88924274675
1519,212540.99007373137
1520,122797.29951514155
1521,121340.66330415645
1522,193109.63092252327
1523,96951.3938789972
1524,120624.95064352787
1525,113074.05155882714
1526,93971.17971414307
1527,95435.25739597852
1528,144835.04814628192
1529,150630.73151326898
1530,214595.95891591665
1531,123188.39286971847
1532,105542.16290712477
1533,153694.9540847715
1534,121865.71847151547
1535,153665.31450112828
1536,101905.4633722424
1537,34332.422833949764
1538,161500.43122071328
1539,207278.40116975087
1540,131774.95331180043
1541,131419.09729179475
1542,146900.05507695794
1543,176591.15613528987
1544,91385.51711923414
1545,127690.40002195713
1546,142597.70405939993
1547,139327.59167907183
1548,143019.69553197906
1549,119573.4020907626
1550,139446.30591610353
1551,118042.69406884459
1552,150668.40909749496
1553,156824.31128748305
1554,124062.4631719426
1555,156489.24482093487
1556,83452.43869413939
1557,94067.73169029423
1558,96449.02117186843
1559,88759.7696531415
1560,138210.40187853927
1561,113983.9622839043
1562,127630.8378853586
1563,119414.61430581691
1564,142543.07769901544
1565,147846.4890519792
1566,246384.60450384184
1567,76633.869131527
1568,229646.68924488119
1569,111113.50161311665
1570,147361.12604129323
1571,103869.63036379628
1572,144600.31534060923
1573,242778.63670226943
1574,122639.04440919726
1575,246982.1482591976
1576,233142.04286980757
1577,178508.88031563512
1578,137001.8560318062
1579,140690.83438716366
1580,191308.9124687387
1581,160074.30926630483
1582,134011.47685890005
1583,271022.7997370369
1584,228872.25915393798
1585,146869.33168609985
1586,43279.15765158707
1587,113424.23320745939
1588,166881.44966328866
1589,104125.40155925645
1590,131326.03229401502
1591,90562.56838928358
1592,118355.28841251746
1593,136384.69665928723
1594,134814.26780078135
1595,115420.89408144451
1596,222558.48314268579
1597,190026.4210442559
1598,215195.05997195703
1599,205627.4083336805
1600,176245.5394762005
1601,38201.53802385977
1602,123334.99567703466
1603,85485.71087678244
1604,293560.98243875144
1605,240654.65798269113
1606,155161.2625364653
1607,162596.31921796678
1608,211768.4197454293
1609,183331.313757993
1610,152524.91388169274
1611,132654.3484763748
1612,188480.75662057227
1613,161797.55144116541
1614,149027.56738755346
1615,87799.84905234762
1616,71193.68759353858
1617,81904.16360164748
1618,117654.1190118457
1619,154586.80068837167
1620,156419.79002754885
1621,131378.53706239007
1622,145244.81886291038
1623,263435.6976624412
1624,209934.58876325336
1625,110614.44539008394
1626,173891.21000546735
1627,183930.74418822376
1628,283884.3070761842
1629,176695.6739571499
1630,320855.7169841742
1631,219144.99204520852
1632,227290.89533145956
1633,188389.20469272818
1634,186403.23897836442
1635,175525.08096970097
1636,148646.70668559463
1637,182361.4134651341
1638,201085.9233409182
1639,182558.07494847014
1640,246572.95401943108
1641,182562.04702227263
1642,256884.0280632662
1643,226789.44988179335
1644,228215.0311898582
1645,212223.79683544094
1646,159481.7729154083
1647,161596.61079293737
1648,124661.90010011039
1649,129592.69880143735
1650,118514.83034352609
1651,117810.35270858076
1652,103011.79159172118
1653,105887.80213601602
1654,143527.61571006427
1655,132016.78626601075
1656,132242.823075532
1657,144529.33368030516
1658,146385.87662162285
1659,118819.75847697537
1660,143235.5540372984
1661,408933.8278074743
1662,369676.3969379541
1663,371922.3949866623
1664,456803.9339256153
1665,332728.0642244206
1666,327567.0571281152
1667,360308.87305749685
1668,352728.818924718
1669,322709.2621198746
1670,356857.66629955906
1671,262150.3300887436
1672,392968.60915661824
1673,290809.4556792862
1674,253763.7980338562
1675,201755.3270468812
1676,197534.50419184676
1677,214143.81334056452
1678,448685.16340433905
1679,376506.2245020034
1680,323099.5404602703
1681,284687.16251116514
1682,322812.9209898164
1683,198296.22585975248
1684,187039.5798365043
1685,181962.09176649788
1686,166609.74941894124
1687,190833.46946574916
1688,192362.81941225796
1689,202636.58317485743
1690,199892.50039375713
1691,192783.852518078
1692,275102.3403241109
1693,191991.98468626177
1694,180583.23677572867
1695,177818.80646983578
1696,261646.08871856314
1697,185295.4327713684
1698,328134.06483981037
1699,309456.2303585107
1700,267107.85567304713
1701,278845.53048419143
1702,246624.29295353172
1703,242520.19955094118
1704,266780.0765829953
1705,257908.53921392022
1706,402788.8182957022
1707,232148.40608323703
1708,202322.806559825
1709,252732.60352395778
1710,216054.16574554655
1711,275414.8952322872
1712,244075.2135849743
1713,269507.03192165773
1714,221550.08829950908
1715,207125.32611228182
1716,184857.1392475716
1717,184317.08153255645
1718,145093.8273191191
1719,229023.87079494598
1720,239773.58209078116
1721,180701.25292955924
1722,136156.23698486845
1723,161740.21494932764
1724,203591.89461848605
1725,230223.7561330361
1726,189824.21255228517
1727,140538.3369866809
1728,194403.27429492245
1729,157431.73252599168
1730,168605.4241017648
1731,128585.32691372925
1732,132128.48736126669
1733,109980.61060244608
1734,112536.56061131696
1735,139769.7344749336
1736,109889.40040299049
1737,292287.4756224302
1738,255159.0137379453
1739,259011.96795354897
1740,197815.7631692749
1741,183284.9447785542
1742,170341.13221137782
1743,175206.48446310003
1744,322493.5477895551
1745,226530.7675997381
1746,238502.96985681105
1747,219116.84643085007
1748,233176.88710848382
1749,143883.30637108636
1750,140537.9803235187
1751,241330.28169728332
1752,109421.11647467455
1753,148034.3835275332
1754,201816.303511417
1755,159799.3890619913
1756,126284.01065140843
1757,113059.03039890993
1758,147343.32749944017
1759,163374.36303354983
1760,163859.8129563648
1761,151017.63985613102
1762,185420.7021513264
1763,197725.1702695715
1764,109029.34966818041
1765,194946.05143122107
1766,190215.33196991132
1767,213893.12965787883
1768,141281.0617902387
1769,160830.92190680339
1770,154751.6377819955
1771,127161.30543141942
1772,132522.4769840618
1773,112907.04890194451
1774,145910.69008287013
1775,133662.17091633452
1776,137669.22044617604
1777,108659.43531634397
1778,139716.06403074865
1779,119078.20083115829
1780,186138.27823805713
1781,124104.87332590399
1782,66029.37124475861
1783,139663.91368233835
1784,93252.21213079305
1785,136028.52655243938
1786,155504.6463466656
1787,175907.6885997168
1788,46821.55328944152
1789,103087.49049970921
1790,44645.037477051636
1791,211073.69790626148
1792,162013.33734282607
1793,132657.3907798247
1794,165873.10180320166
1795,126904.03057125022
1796,146825.41419981312
1797,138367.31391395995
1798,123210.43147424751
1799,106037.75066179424
1800,136709.15037090483
1801,114210.27788109958
1802,148102.4445362369
1803,162434.37905406067
1804,115674.39358818039
1805,137998.1961888945
1806,127300.26884569207
1807,155922.8306635393
1808,123715.616937689
1809,125629.82605787157
1810,146599.05501308016
1811,100684.91683395629
1812,106147.92141653725
1813,119352.10045343888
1814,87627.48010917794
1815,34103.93477445067
1816,96308.52165211522
1817,110177.62505020967
1818,169482.33463136456
1819,134194.86719003398
1820,49866.04367580863
1821,124337.76868976478
1822,157453.6004463446
1823,39765.59109802134
1824,147339.8274975604
1825,146829.67736404113
1826,102004.42337000303
1827,100722.76755995484
1828,129534.04858681696
1829,147672.00075463922
1830,145577.22062774003
1831,151854.9351165998
1832,76290.35574012352
1833,152103.19305287194
1834,117600.23509649705
1835,110894.32846647876
1836,127405.11411921875
1837,76915.2472962869
1838,111774.07796692158
1839,105411.08356823146
1840,149854.81464323963
1841,128409.14447394249
1842,88413.4327924443
1843,121230.66257429152
1844,148998.34697415307
1845,155532.76145591325
1846,150255.48871622255
1847,186700.92510815142
1848,30537.729012529075
1849,121280.1638796744
1850,111859.35098548266
1851,141303.61717493722
1852,120486.43146450917
1853,116305.58903184735
1854,168109.50110100585
1855,152597.65348009008
1856,224729.10089077146
1857,140496.80529599378
1858,162033.13514324362
1859,123164.68309240961
1860,146293.2058094361
1861,121996.8893346954
1862,298786.5518013597
1863,297281.500906291
1864,297295.7212543803
1865,354956.1595639574
1866,351068.2446313412
1867,225844.2949154168
1868,282920.6573768539
1869,209013.77894165812
1870,221564.36245001724
1871,271181.7691625047
1872,182351.7013403032
1873,226589.9847370508
1874,150990.20269368624
1875,203892.0814728535
1876,190766.95495937456
1877,203853.24239137777
1878,204678.630280388
1879,117565.84249467088
1880,131846.4548864062
1881,236894.21095588466
1882,242188.22471196944
1883,193934.9947878841
1884,204033.48923608818
1885,253821.99515143142
1886,289585.0210332894
1887,221029.3945644556
1888,258986.48217282232
1889,174976.80689711036
1890,105738.01524128986
1891,146698.58428857723
1892,86855.57087613168
1893,129083.15117586234
1894,115159.15388785706
1895,132002.4321635082
1896,119200.43982510168
1897,97130.92947547432
1898,111582.54258249566
1899,165981.49983639404
1900,158034.51224782952
1901,168596.05955904233
1902,161504.09454645807
1903,228137.8219748078
1904,164920.19498167117
1905,202243.50758924196
1906,154460.31705424795
1907,218002.67653453507
1908,119004.85752881956
1909,152897.79953579686
1910,129809.37624234286
1911,227789.00504080896
1912,296342.9504694417
1913,163425.54782088829
1914,65342.592979518566
1915,327071.9490380691
1916,33069.58221442497
1917,248178.67597820188
1918,140191.3140266071
1919,165164.21725748474
1920,153969.25595857968
1921,379002.224679052
1922,342095.14524273097
1923,222828.68761421082
1924,213801.73675333368
1925,212644.6859497857
1926,372842.01944210764
1927,125245.51963354312
1928,150235.2219851335
1929,113981.20175980023
1930,136555.52388220222
1931,133488.98665014427
1932,133105.9616362131
1933,196569.73958078932
1934,176959.35352039817
1935,165812.75640360158
1936,199676.7822553207
1937,173632.52883903388
1938,167944.44587051784
1939,253629.85148671985
1940,198234.9670287195
1941,167738.6017020449
1942,178170.48363134623
1943,224010.04642248357
1944,359968.61275532015
1945,377558.4400349733
1946,131665.73064409854
1947,325864.15275261353
1948,156389.09450334887
1949,244016.48455939532
1950,193175.13320255277
1951,235623.17754871293
1952,207388.62799109868
1953,175357.6121396603
1954,191690.58715198204
1955,127590.21441876082
1956,272172.67167269916
1957,148486.01454003644
1958,276237.20194239035
1959,142271.21383979713
1960,96569.88981064803
1961,122939.16755351977
1962,95513.6457004396
1963,110212.3647100192
1964,99890.08394651808
1965,138522.9535172628
1966,134778.36788863852
1967,301159.72663476237
1968,410915.0083207701
1969,386352.24323454837
1970,396365.49794325675
1971,455925.6076490219
1972,365203.15006286785
1973,293021.8595845307
1974,342248.21916608704
1975,456454.9798207459
1976,282420.90833830764
1977,366735.2008425093
1978,347278.6368630864
1979,310087.90753408504
1980,195757.26523365345
1981,341127.45740475855
1982,216022.86653583625
1983,199236.8053032872
1984,186224.4065649007
1985,238796.79077912407
1986,209769.48569311944
1987,209474.85889147752
1988,178165.17407274852
1989,199446.7136814734
1990,215456.05948595217
1991,224234.3181735765
1992,225506.1325453899
1993,183895.63909514865
1994,239947.8047160752
1995,185633.58924154541
1996,290688.8228701464
1997,334355.4392771041
1998,307880.86536505516
1999,297404.5864025477
2000,315976.4934108378
2001,283430.486160171
2002,255237.32036060147
2003,244579.45998221257
2004,276454.009544167
2005,248029.46997407457
2006,216045.10114878864
2007,248568.05814770324
2008,219655.90890595742
2009,202622.07422335102
2010,200357.273875225
2011,152382.06996231398
2012,186270.8548834458
2013,170826.24659317196
2014,179148.26665395056
2015,194382.46210115607
2016,192150.54839446786
2017,196709.10325126062
2018,118690.12839413622
2019,141605.3242282487
2020,93350.89362386272
2021,92887.69881906816
2022,181633.91998902574
2023,147699.79002148152
2024,291820.0310685874
2025,357395.43549544294
2026,165275.36012983453
2027,151412.64079535726
2028,159587.673642506
2029,159170.72614773753
2030,259333.82329753006
2031,243607.32506869055
2032,271215.2924059939
2033,251619.827328824
2034,176285.98296416772
2035,224643.55497904678
2036,200904.89704917447
2037,203549.10128572676
2038,325267.23611221596
2039,232199.12415813727
2040,310457.17030772957
2041,289213.6110348441
2042,214005.68515801596
2043,174470.01154819987
2044,185708.42330520684
2045,195313.67562506374
2046,137838.15775419155
2047,147386.1960634041
2048,145657.7699015951
2049,136650.00166063156
2050,176023.5200602432
2051,113235.60218804548
2052,128540.54838419503
2053,144226.99267810417
2054,72879.38893896088
2055,156799.55221214794
2056,153015.64150915056
2057,107028.456435079
2058,208974.065343862
2059,124547.1524753717
2060,172861.61995836455
2061,189472.86942814523
2062,122410.82612346821
2063,113791.56972608791
2064,126711.88343965326
2065,117293.7938184439
2066,169517.1551904148
2067,135138.77639671497
2068,141583.2569013302
2069,77857.49167153788
2070,102100.93514160207
2071,82260.33020696968
2072,141461.33020469663
2073,133585.21000816175
2074,155537.72488771687
2075,161019.5410868339
2076,122691.27183016717
2077,151090.13476027243
2078,125346.23434895405
2079,139747.06047492084
2080,118504.4921000234
2081,126743.05446694381
2082,139469.13943459062
2083,149173.02727646238
2084,100309.82563514519
2085,114108.13513470616
2086,141389.87094552722
2087,131574.1040895477
2088,88797.90290328984
2089,74998.92103520248
2090,128680.83418281499
2091,87630.81895007103
2092,128903.65455950086
2093,150283.55824983658
2094,117819.34463632712
2095,130767.40829643217
2096,80766.919087954
2097,95037.47205029386
2098,151778.5998932708
2099,30811.178970670095
2100,75340.90496898879
2101,108059.12758028934
2102,143017.87517590553
2103,89521.64091810059
2104,151295.2008039269
2105,139250.06349996533
2106,22950.915647381597
2107,204431.3905958882
2108,116779.13492015438
2109,102159.2481376784
2110,126039.24384995943
2111,155729.5147243873
2112,132266.41182440688
2113,124149.11971772485
2114,120881.54721455878
2115,164101.75623499355
2116,118607.0230035841
2117,150319.40913735994
2118,135124.71286163767
2119,107510.92840400182
2120,118790.74810679638
2121,94353.20027495088
2122,103782.71315461319
2123,84627.81105360882
2124,184108.99533075196
2125,137814.0216530727
2126,155038.5593966899
2127,167458.26024878788
2128,139001.53822630265
2129,101768.16479331875
2130,136968.0230264649
2131,149098.3013035279
2132,104909.05424822666
2133,127240.98075968417
2134,111858.58820985773
2135,100896.92840284288
2136,52318.67022275695
2137,117155.36984698256
2138,139925.07039315946
2139,148263.38477680026
2140,137300.1771733264
2141,176626.86520969612
2142,124733.29163211567
2143,143233.72320247354
2144,116289.02851563934
2145,148405.93467175125
2146,194062.10107809075
2147,142563.63354250652
2148,140206.60333056434
2149,152211.3055351443
2150,229573.58435603374
2151,129720.12944644164
2152,169682.51233530283
2153,193403.8232684557
2154,91938.61847862773
2155,138344.19519964614
2156,264914.5298167965
2157,225773.24914011004
2158,235129.02335667936
2159,234528.79514363513
2160,190025.23157042585
2161,236045.3819809177
2162,369939.16634004866
2163,347415.1769441365
2164,250656.01332975383
2165,199016.25163642925
2166,159361.03108114217
2167,225368.98346388727
2168,186307.3921995426
2169,193687.82024157274
2170,208582.37983547608
2171,163591.53814044766
2172,132023.31840122558
2173,175748.32428306816
2174,220395.43697681825
2175,266164.31283312204
2176,301100.06217050005
2177,232215.90293367123
2178,218615.89213914503
2179,143087.87858155963
2180,226122.7783572782
2181,193762.55395434197
2182,215140.9375056568
2183,192402.88171082374
2184,122716.49276233824
2185,136953.5458708039
2186,137428.80899272073
2187,152704.33774264282
2188,159758.93712212757
2189,321037.5244912761
2190,70608.29611282806
2191,62158.675005651254
2192,71972.1306851573
2193,113467.19256314085
2194,99684.43609838182
2195,81051.42680241926
2196,113403.28051030538
2197,96220.30879419863
2198,158927.17784915768
2199,177795.21766550193
2200,144268.92030711425
2201,148322.20848840513
2202,197524.23918056593
2203,148879.5545138927
2204,169433.56037251296
2205,129169.49844415582
2206,157549.1103799943
2207,219795.56542770335
2208,241720.60479191365
2209,216719.4500579183
2210,121790.469250771
2211,122188.68850562109
2212,122222.55789170437
2213,108837.42524742064
2214,154182.52386923216
2215,100122.40890148573
2216,149194.16568733772
2217,45777.38495395541
2218,86204.54952182148
2219,77828.19474498609
2220,52002.38488708295
2221,327775.4010978745
2222,303635.2904955301
2223,286593.07713857334
2224,219199.60009807153
2225,126814.62608702753
2226,179842.9859805724
2227,203258.21698734318
2228,291832.64270041825
2229,242125.8025467474
2230,156266.963825042
2231,215710.43659625613
2232,176765.46645892106
2233,179922.03511304117
2234,255600.27993192896
2235,234378.93138417887
2236,245915.49662425084
2237,303199.24878702173
2238,219591.41414311712
2239,122871.37193220003
2240,164088.87424058633
2241,145208.8573032782
2242,122436.03213520243
2243,129384.32542572723
2244,100317.50082454956
2245,112758.68321707373
2246,136816.73791619507
2247,123618.90690874166
2248,124199.2703880434
2249,115969.16923021869
2250,128111.46901778466
2251,109172.03127459202
2252,177725.71166593814
2253,168332.0612391493
2254,178289.46134635925
2255,191245.822459268
2256,179662.94729784268
2257,212061.63092373032
2258,153046.01625472325
2259,168802.46455299077
2260,160166.9889825733
2261,215963.14474668572
2262,232174.07998223434
2263,357730.126765928
2264,412243.22962054884
2265,173430.99833489174
2266,305097.29550218396
2267,356900.4247068049
2268,415622.7702489806
2269,152568.19274295174
2270,192935.0403607867
2271,209729.4960477159
2272,210264.6321823371
2273,157954.3142052129
2274,177507.45307879744
2275,153734.48323554147
2276,198859.87657311113
2277,190736.89972134458
2278,156432.04993904973
2279,126729.29811700528
2280,106958.70487083912
2281,163816.92112800077
2282,171709.35021622363
2283,114221.7569225746
2284,129756.98923460467
2285,130579.98227952098
2286,114617.01611698419
2287,386325.38662979804
2288,293821.5803727526
2289,333337.47590989317
2290,417225.2711938615
2291,346386.84464890393
2292,411125.05601204676
2293,434621.3137449453
2294,389224.08992084395
2295,428602.9560067401
2296,259854.95604679867
2297,371714.09381897195
2298,367695.1482443459
2299,351751.7299918047
2300,326678.29250125494
2301,329883.6648638437
2302,256093.69404499617
2303,247435.4673777623
2304,249053.6351235499
2305,203598.66635904173
2306,199018.78423633127
2307,209190.48810271316
2308,215815.86483462292
2309,301718.4731253934
2310,207320.22999804295
2311,214616.41817833396
2312,183897.94500714625
2313,178556.88851611284
2314,183490.72140748322
2315,181393.07731732627
2316,209156.12352386172
2317,187185.8762058734
2318,183955.20775340474
2319,187976.32418450626
2320,181623.59364034608
2321,249177.43447858247
2322,196302.92386004885
2323,206178.63107967272
2324,197437.24586960164
2325,209141.90582063218
2326,195864.1080064235
2327,204503.77543532767
2328,224237.19928614108
2329,185885.45563241318
2330,180650.31601632913
2331,324437.3589341314
2332,400073.0846544644
2333,320788.1831587354
2334,279453.2178098258
2335,306503.09500594554
2336,311793.17422975414
2337,204664.11832002603
2338,254037.38115560514
2339,225042.68715389838
2340,380175.0419814731
2341,217266.24793600262
2342,235116.7383139404
2343,224547.4758297775
2344,229121.62299456244
2345,228777.5689388715
2346,210941.59220367816
2347,199381.7237339801
2348,242803.5603346854
2349,186835.03841507435
2350,316451.9285741608
2351,270283.17358013365
2352,245988.262931743
2353,249182.20962744617
2354,149123.6554930948
2355,160591.5754369712
2356,162451.13991483024
2357,191592.3623400556
2358,194533.7144991547
2359,119391.51571543817
2360,117099.03694944826
2361,149759.51798670922
2362,252298.6833952723
