PassengerId,Survived_pred,Prob_survived
892,0,0.16117485091326486
893,0,0.42280237954742944
894,0,0.13176673853557225
895,0,0.14816234858909996
896,0,0.46919754447228446
897,0,0.18211041244330986
898,1,0.8584439291479379
899,0,0.17097192447631981
900,1,0.7892783902897892
901,0,0.10384487163472124
902,0,0.14780782503840337
903,0,0.15888082162996903
904,1,0.8955469694013014
905,0,0.16204347128652902
906,1,0.9169609611569829
907,1,0.8966878485139032
908,0,0.13797367972699534
909,0,0.17350805785305573
910,0,0.42734055759266737
911,1,0.5391952758628786
912,0,0.27552193636260913
913,1,0.5307362352769116
914,1,0.9086618926746861
915,0,0.29235087383208486
916,1,0.5252395034084906
917,0,0.14027312524869365
918,1,0.9019004297783313
919,0,0.16824985009312968
920,0,0.15793241607902658
921,0,0.15874420275433307
922,0,0.15752816860902405
923,0,0.14030056819503225
924,0,0.3454271006251425
925,0,0.37689206269361086
926,0,0.21983927970667794
927,0,0.18532320165747912
928,1,0.5270090502826676
929,1,0.5529132322523651
930,0,0.14871313709603623
931,0,0.2660313573259316
932,0,0.11118143129964192
933,0,0.15869922414134005
934,0,0.1593714100657628
935,1,0.8688431678137182
936,1,0.9179935992144926
937,0,0.1465688994355704
938,0,0.16164990950028857
939,0,0.15541755890039488
940,1,0.8222648960875736
941,0,0.5185385328285248
942,0,0.18413830176057258
943,0,0.13530343882313334
944,1,0.7515224763900576
945,1,0.8612334654363778
946,0,0.13438044294195703
947,0,0.130997013170267
948,0,0.15554461953057916
949,0,0.14620558987282298
950,0,0.11846599898717092
951,1,0.8337427162261309
952,0,0.1624547480812176
953,0,0.1481973774888446
954,0,0.15807386543225097
955,1,0.8670134613925384
956,0,0.5195992372131939
957,1,0.8803808476376854
958,1,0.865010304677793
959,0,0.1591557226319855
960,0,0.15675337471579398
961,0,0.2567805126394505
962,1,0.8668279165362245
963,0,0.14994995872041372
964,1,0.5241051881527596
965,0,0.15894341752726882
966,1,0.8603513064650623
967,0,0.16263589574353707
968,0,0.14801709972214813
969,1,0.8105255398661738
970,0,0.145883237572207
971,1,0.8668279165362245
972,1,0.6529484201993401
973,0,0.5101721236993562
974,0,0.15845643478773203
975,0,0.14780782503840337
976,0,0.13474019594266984
977,0,0.15231503178559555
978,1,0.8644878961676362
979,1,0.5665914326901157
980,1,0.8628155546709949
981,1,0.8781965379041741
982,0,0.464813995443619
983,0,0.14764460924638365
984,1,0.9251644763326238
985,0,0.14801709972214813
986,0,0.1659562505810667
987,0,0.14639780128824165
988,1,0.7132623199644326
989,0,0.14873296044976317
990,1,0.5548789160033986
991,0,0.15347035605448722
992,1,0.9032675606548072
993,0,0.14182795456239652
994,0,0.15541755890039488
995,0,0.14651554779360393
996,1,0.8220485212398451
997,0,0.17244666977130962
998,0,0.15702736735110137
999,0,0.15541755890039488
1000,0,0.14892812963733823
1001,0,0.16332186381202782
1002,0,0.13526352133063263
1003,1,0.862851820523864
1004,1,0.8613726544617535
1005,1,0.8648041824893083
1006,1,0.8141067249650293
1007,0,0.20970043452572437
1008,0,0.15677173146358883
1009,1,0.8430126695985262
1010,0,0.16437896966857868
1011,1,0.86293907733789
1012,1,0.8602945036096129
1013,0,0.15617528033481598
1014,1,0.9048210404534706
1015,0,0.14694270189967287
1016,0,0.15541755890039488
1017,1,0.7471795298242343
1018,0,0.14825650345896005
1019,1,0.7842374118980354
1020,0,0.15784507988667165
1021,0,0.14693539774061803
1022,0,0.1522661731040852
1023,0,0.1597454365396644
1024,0,0.2976327227292055
1025,0,0.14748310324011243
1026,0,0.1593656695727749
1027,0,0.14667673800267908
1028,0,0.15933225417461663
1029,0,0.14484059370042332
1030,1,0.542336685901502
1031,0,0.20764369737081934
1032,0,0.21372679379779697
1033,1,0.8860370969638002
1034,0,0.2587746605007093
1035,0,0.1561008162273272
1036,0,0.15836959456982
1037,0,0.11751397773653371
1038,0,0.1587492272100136
1039,0,0.14858980526535825
1040,0,0.15869922414134005
1041,0,0.13363004417213786
1042,1,0.8917916103407362
1043,0,0.15798664601752777
1044,0,0.15661074166581956
1045,0,0.5114004943401284
1046,0,0.09887997869929409
1047,0,0.1462781656910315
1048,1,0.8584236803090283
1049,1,0.541614973156862
1050,0,0.15836959456982
1051,1,0.6280475008771961
1052,1,0.8627948022062235
1053,1,0.6200348866799437
1054,1,0.8659828973553011
1055,0,0.14661269903143356
1056,0,0.15736438101388306
1057,0,0.4488794872263817
1058,0,0.17253088371853764
1059,0,0.09538775886961982
1060,1,0.8598755286262395
1061,1,0.5496476673638399
1062,0,0.14734231320558883
1063,0,0.15862550461886424
1064,0,0.12278932507105239
1065,0,0.1574224055942193
1066,0,0.15573750609140016
1067,1,0.9249686459493137
1068,1,0.8883570967118535
1069,0,0.2699657770350571
1070,1,0.6735406065225735
1071,1,0.6615486275691685
1072,0,0.145883237572207
1073,0,0.2448144769670681
1074,1,0.8976572561141775
1075,0,0.15541755890039488
1076,1,0.8846016453955866
1077,0,0.1588716856334447
1078,1,0.925273303622383
1079,0,0.11618488493764896
1080,0,0.1587950893280679
1081,0,0.1567078202432232
1082,0,0.13979611628194202
1083,0,0.15868843556538642
1084,0,0.3651135302481064
1085,0,0.13148230154667212
1086,1,0.8207381585188479
1087,0,0.15319732091180024
1088,1,0.6138867855284328
1089,1,0.5656750347887776
1090,0,0.14622534257447747
1091,1,0.5272574676005444
1092,1,0.8715647064238454
1093,1,0.855520033799647
1094,0,0.4141106975893477
1095,1,0.9446477750100063
1096,0,0.143601205563908
1097,0,0.15942401849872564
1098,1,0.8399041034992213
1099,0,0.14465895983199495
1100,1,0.8589561832998328
1101,0,0.14653016680446573
1102,0,0.17721507556813662
1103,0,0.1466784812022043
1104,0,0.25503263109980095
1105,1,0.7809619576390571
1106,0,0.29534155153596753
1107,0,0.15806618216367127
1108,1,0.8629758269221894
1109,0,0.2954804418868289
1110,1,0.8999640554879631
1111,0,0.14801709972214813
1112,1,0.867031111956172
1113,0,0.15015238591212227
1114,1,0.8563554546079061
1115,0,0.14981922772603376
1116,1,0.7953158970929216
1117,1,0.661215015798927
1118,0,0.1472016909061594
1119,1,0.8628155546709949
1120,0,0.17003831820313736
1121,0,0.1526778489713784
1122,0,0.2718886354226453
1123,1,0.892109652641217
1124,0,0.12367722911298186
1125,0,0.15549498020388453
1126,0,0.24042508137787716
1127,0,0.15202307492762687
1128,0,0.29450926960527674
1129,0,0.17773967022979395
1130,1,0.9014129186193793
1131,1,0.913632717511126
1132,1,0.7812453986936854
1133,1,0.8073475722111297
1134,0,0.2690845078664145
1135,0,0.1477965902078669
1136,0,0.08225617759555935
1137,0,0.16341868697528986
1138,1,0.8732341327289416
1139,0,0.1107988014944447
1140,1,0.86293907733789
1141,1,0.699382598516754
1142,1,0.9364993752161593
1143,0,0.1521159358180593
1144,0,0.21901768289670517
1145,0,0.14866042829806148
1146,0,0.1549414266479843
1147,0,0.14734231320558883
1148,0,0.15541755890039488
1149,0,0.14801709972214813
1150,1,0.8580807587440168
1151,0,0.14979208949326125
1152,0,0.1267324925835808
1153,0,0.1498955225858855
1154,1,0.8761980032019845
1155,1,0.8400061131488413
1156,0,0.13165884254392005
1157,0,0.14780782503840337
1158,0,0.15877560606189928
1159,0,0.14734231320558883
1160,1,0.5270090502826676
1161,0,0.16349449322653656
1162,0,0.18449240003017006
1163,0,0.15541755890039488
1164,1,0.8801732463184434
1165,1,0.8628753670172722
1166,0,0.1574188980185652
1167,1,0.8590380872273042
1168,0,0.1429418608720399
1169,0,0.14725880899354793
1170,0,0.1362825702526199
1171,0,0.1483574261230529
1172,1,0.544598148524323
1173,1,0.7738901250245935
1174,1,0.8628155546709949
1175,1,0.9011300353636822
1176,1,0.833967126999876
1177,0,0.15567350787828205
1178,0,0.14694270189967287
1179,0,0.18255599162396752
1180,0,0.1574224055942193
1181,0,0.14801709972214813
1182,0,0.15887747026381505
1183,1,0.8575502124798675
1184,0,0.1574224055942193
1185,0,0.1680206608824528
1186,0,0.15884791125651895
1187,0,0.14667642676438097
1188,1,0.9419402583803942
1189,0,0.15874420275433307
1190,0,0.15648265890681892
1191,0,0.1486364391722881
1192,0,0.15188442729791468
1193,0,0.13412515599238292
1194,0,0.11927353168194718
1195,0,0.1477552652454581
1196,1,0.8628155546709949
1197,1,0.8055239368341949
1198,0,0.33639405384906856
1199,1,0.7813830879899494
1200,0,0.17634919834507323
1201,0,0.4467956552702395
1202,0,0.15929664875274835
1203,0,0.1698666837015485
1204,0,0.1473757920457588
1205,1,0.8286064284440144
1206,1,0.8780443371651351
1207,1,0.8639149831730766
1208,0,0.41576146840465095
1209,0,0.158764043900183
1210,0,0.1470632336643122
1211,0,0.14806031679836731
1212,0,0.14651554779360393
1213,0,0.16193896033302133
1214,0,0.14484059370042332
1215,0,0.1557534199190347
1216,1,0.8730681172037732
1217,0,0.14623748536334344
1218,1,0.8064160059681423
1219,0,0.18663990813321926
1220,0,0.13920441412569562
1221,0,0.1531176775017546
1222,1,0.7958089378775719
1223,0,0.15863474240308936
1224,0,0.1574188980185652
1225,1,0.7872040019293399
1226,0,0.14711910168563677
1227,0,0.1567329402990795
1228,0,0.14782606367036413
1229,0,0.11950477074654263
1230,0,0.1629547093035293
1231,0,0.1574224055942193
1232,0,0.16379285741022245
1233,0,0.15161466589250133
1234,0,0.43500198312608446
1235,1,0.7406005706165506
1236,0,0.08021474342625642
1237,1,0.5783105503344508
1238,0,0.14484059370042332
1239,1,0.6196091933014435
1240,0,0.14694106971664145
1241,1,0.8830528682912362
1242,1,0.8871083410441128
1243,0,0.143601205563908
1244,0,0.24715959036437748
1245,0,0.14521250491096147
1246,1,0.7967445278452584
1247,0,0.15819191585081813
1248,1,0.8098044813408395
1249,0,0.14778535840301357
1250,0,0.15541755890039488
1251,0,0.44757604704278453
1252,0,0.18513412704385654
1253,1,0.9140756365258796
1254,1,0.8830528682912362
1255,0,0.14816234858909996
1256,1,0.8971790480512005
1257,0,0.42930395186616377
1258,0,0.1523179902247334
1259,1,0.6583895052659828
1260,1,0.8848529284419333
1261,0,0.13272217036208855
1262,0,0.15875634783880796
1263,1,0.861630023872687
1264,0,0.1617848625212562
1265,0,0.15825171183745676
1266,1,0.911767695145859
1267,1,0.8489529605812028
1268,0,0.30885869804084043
1269,0,0.15190003005546868
1270,0,0.15975953468143828
1271,0,0.13272425652567837
1272,0,0.15541755890039488
1273,0,0.15449175365693787
1274,1,0.5529872456499906
1275,0,0.4905529216325497
1276,0,0.1446627578404527
