id,Macine_Failure_pred,Probability
136429,0,0.0021015403785197622
136430,0,0.0010394378087287737
136431,0,0.00256330728949116
136432,0,0.002772548204351883
136433,0,0.0034261642804311733
136434,0,0.002564371512549826
136435,0,0.0037046733536594623
136436,0,0.005041501002152451
136437,0,0.0013006197409130063
136438,0,0.001223807063732613
136439,0,0.0023854825144161516
136440,0,0.002075621437372638
136441,0,0.001173473051616047
136442,0,0.001809266722478707
136443,0,0.0027332131765474632
136444,0,0.005456925270674189
136445,0,0.001007633626983557
136446,1,0.9925737482923483
136447,0,0.002396893061222592
136448,0,0.0019374329025084844
136449,0,0.005476986747770296
136450,0,0.0039959248207986795
136451,0,0.021149403026718968
136452,0,0.022558170135046584
136453,0,0.003807871663727534
136454,0,0.001413491054464833
136455,0,0.0018253494580089513
136456,0,0.007248347787403663
136457,0,0.005935733214599645
136458,0,0.004776477569288021
136459,0,0.0031994336087155712
136460,0,0.0027388703321803804
136461,0,0.0011467446384251748
136462,0,0.01779349835597057
136463,0,0.0020760461454372983
136464,0,0.0033899065444099054
136465,0,0.0014937229717449387
136466,0,0.001870893642937278
136467,0,0.0012666870517101636
136468,0,0.0025258736975112663
136469,0,0.0013308655789832661
136470,0,0.0027615152671997345
136471,0,0.008501869557261166
136472,0,0.006893810591118874
136473,0,0.00240860937302214
136474,0,0.002448360872549553
136475,0,0.0028012231801860157
136476,0,0.006625733839415008
136477,0,0.002364348027158801
136478,0,0.0019995223138307996
136479,0,0.0012321281491192019
136480,0,0.006662772677508717
136481,0,0.0022048161967756184
136482,0,0.033066662254664286
136483,0,0.0027835607583303447
136484,0,0.0010077119844886732
136485,0,0.0012780734121293582
136486,0,0.0024594515963583365
136487,0,0.0014544632656544906
136488,0,0.0040290553960323555
136489,0,0.0010976873999573812
136490,0,0.024039133526699674
136491,0,0.0034637750834315304
136492,0,0.0030279425729958166
136493,0,0.0032781588619410795
136494,0,0.001050419051776503
136495,0,0.0028215179154043564
136496,0,0.004773356343833753
136497,0,0.0025205328512733324
136498,0,0.010197086605325366
136499,0,0.001311845491997025
136500,0,0.0006181536711843524
136501,0,0.001607777692032622
136502,0,0.006471688076877955
136503,0,0.002567579852364882
136504,0,0.0012516794290524339
136505,0,0.0010798462382088992
136506,0,0.0027842998899845614
136507,0,0.0006738787298257719
136508,0,0.000985051877394811
136509,0,0.0035011082247355216
136510,0,0.001536849064799361
136511,0,0.01008765647589108
136512,0,0.0007933187819967751
136513,0,0.006600026903025863
136514,0,0.0020555928482536476
136515,0,0.002101231087932704
136516,0,0.003581653388203981
136517,0,0.0015917121364050952
136518,0,0.0016358458865447733
136519,0,0.002515910511846118
136520,0,0.001652973028082847
136521,0,0.0018460849852322985
136522,0,0.0031542554841592855
136523,0,0.0011586788746798353
136524,0,0.0012989023571989477
136525,0,0.005354212276436722
136526,0,0.005652817404298206
136527,0,0.007147818235140189
136528,0,0.0012363049884795846
136529,0,0.00598238434688573
136530,0,0.002637058434286382
136531,0,0.003679752452747255
136532,0,0.0032574335824454587
136533,0,0.0026086674363866072
136534,0,0.0005514598882430149
136535,0,0.0029037958405358933
136536,0,0.0020310153589977445
136537,0,0.0009220797296526726
136538,0,0.0059428773096130575
136539,0,0.0013057713933328327
136540,0,0.0019104958335247105
136541,0,0.0008184949260039499
136542,0,0.004019049275068532
136543,0,0.007523549152300139
136544,0,0.002046055940946983
136545,0,0.005108807631610257
136546,0,0.0006450427768523668
136547,0,0.0031639847867094566
136548,0,0.0022698994655603213
136549,0,0.0018256001659239364
136550,0,0.005943352285925016
136551,0,0.0016947776605846902
136552,0,0.0016806235675790307
136553,0,0.0013699217007507958
136554,0,0.003307667585132217
136555,0,0.014739142004085319
136556,0,0.00790186006494598
136557,0,0.004544378697050331
136558,0,0.0040534231939037026
136559,0,0.002786195485674622
136560,0,0.0046787000828065976
136561,0,0.009405368733665534
136562,0,0.001936754625825466
136563,0,0.002667067829273243
136564,0,0.0014501177552486352
136565,0,0.01596241764439921
136566,0,0.0012216984778665933
136567,0,0.005365774891411911
136568,0,0.003552947834192039
136569,0,0.004021799984565777
136570,0,0.0008395182469249811
136571,0,0.0050442607796394616
136572,0,0.0038363484089806677
136573,0,0.00163074179373086
136574,0,0.005796232116910996
136575,0,0.0015857536849506525
136576,0,0.00504742897182213
136577,0,0.004800342565976504
136578,0,0.0013491743869398427
136579,0,0.006728765841595069
136580,0,0.0012897708016531202
136581,0,0.0011057154167307156
136582,0,0.0011736990152890925
136583,0,0.0011983217029491624
136584,0,0.0020685568162389398
136585,0,0.004497320281026567
136586,0,0.05468183899914379
136587,0,0.0009313274653250486
136588,0,0.005634741469655016
136589,0,0.0026277847622470664
136590,0,0.0014711409871199334
136591,0,0.0033011412186428803
136592,0,0.009843157836229898
136593,0,0.005381292856054369
136594,0,0.0005611075139226307
136595,0,0.0015614965820998784
136596,0,0.0012232096731509112
136597,0,0.0015325567512695947
136598,0,0.005288326185741418
136599,0,0.0024687429250481114
136600,0,0.002060879336198344
136601,0,0.004041561543307294
136602,0,0.006470018975103232
136603,0,0.003297257005660566
136604,0,0.0010544440160197323
136605,0,0.0060916402002016545
136606,0,0.002469583708902322
136607,0,0.0033940329620285262
136608,0,0.0027271233950960407
136609,0,0.004601005396799863
136610,0,0.005080932525286597
136611,0,0.0011253756033990335
136612,0,0.0019408174446005095
136613,0,0.003041498769853026
136614,0,0.0008941782594026408
136615,0,0.0007905413979404425
136616,0,0.0013433973268411681
136617,0,0.009544345094095604
136618,0,0.0017506952082162624
136619,0,0.0018568634631343762
136620,0,0.00175712404032561
136621,0,0.003273674072269109
136622,0,0.0020110942989830004
136623,0,0.0010391595505608636
136624,0,0.0014773303222792183
136625,0,0.0038953548552967034
136626,0,0.0003720883985614937
136627,0,0.003356503282443859
136628,0,0.002583263384543311
136629,0,0.00040564128660903906
136630,0,0.0010688467884240511
136631,0,0.006579854873678039
136632,0,0.003866014915805219
136633,0,0.001703697055998121
136634,0,0.0015271392596438978
136635,0,0.01227093357694465
136636,0,0.012447656459817656
136637,0,0.0034752836181267117
136638,1,0.9962917638900027
136639,0,0.005844390853587195
136640,0,0.011772044644308791
136641,0,0.0018816136844862375
136642,0,0.002001338564742988
136643,0,0.0366005349009309
136644,0,0.0010237410593514555
136645,0,0.0011288186985583186
136646,0,0.001011236879895614
136647,0,0.010575757727736895
136648,0,0.01786568382625279
136649,0,0.0020195733148726976
136650,0,0.004925268771007513
136651,0,0.0009899135110627445
136652,1,0.9875497760676681
136653,0,0.0015935074910238105
136654,0,0.0017320173296308066
136655,0,0.005574419375659525
136656,0,0.004361441405793939
136657,0,0.004226550716918434
136658,0,0.0016800863528424468
136659,0,0.0023169045299374674
136660,0,0.0016594801384504133
136661,0,0.004122558164539649
136662,0,0.011724276138506686
136663,0,0.002612255970009043
136664,0,0.017174911468781473
136665,0,0.0016290239864688158
136666,0,0.0004197689667701866
136667,0,0.016897883634786552
136668,0,0.0033555271862389787
136669,0,0.0025831892663734195
136670,0,0.004718570268138436
136671,0,0.00197820544295982
136672,0,0.002004312472260332
136673,0,0.0013291432706315288
136674,0,0.0006629377275049477
136675,0,0.0028633072119164235
136676,0,0.0029042571251098846
136677,0,0.0036488327232403798
136678,0,0.001267791526234107
136679,0,0.0023185979744193156
136680,0,0.0072854188318122095
136681,0,0.001902992135020663
136682,0,0.0019169492553627971
136683,0,0.001980100528477488
136684,0,0.004441567166820159
136685,0,0.013341555255159322
136686,0,0.0028260650134839787
136687,0,0.0056635865921016776
136688,0,0.005502167143258055
136689,0,0.006216270329372922
136690,0,0.0026444358668803875
136691,0,0.012918996494993182
136692,0,0.0028153280222394383
136693,0,0.0007577588817106124
136694,0,0.0009869080661002064
136695,0,0.0018461716111701698
136696,0,0.005861363502802916
136697,0,0.0005238401086307683
136698,0,0.006142947389349339
136699,0,0.004074977590404603
136700,0,0.0012573651805129953
136701,0,0.002254957827900491
136702,0,0.001346963414131449
136703,0,0.008905502911098971
136704,0,0.0006958655396373924
136705,0,0.000736744640961922
136706,0,0.0015306412735789888
136707,0,0.0031847605336038907
136708,0,0.010623443534615983
136709,0,0.0001884302074656929
136710,0,0.002105270868347032
136711,0,0.0037357629179548303
136712,0,0.00048197499896020403
136713,0,0.0021335335497336978
136714,0,0.013786309455185547
136715,0,0.005783890402331555
136716,0,0.001764045364260282
136717,0,0.005114297904268204
136718,0,0.015436186915643826
136719,0,0.0025926257683541423
136720,0,0.00019299597530865424
136721,0,0.0018347712336761288
136722,0,0.001249979757579712
136723,0,0.001689478476087088
136724,0,0.0020237439834405015
136725,0,0.0026459443480356024
136726,0,0.0013816426781808845
136727,0,0.0015384706806994806
136728,0,0.001001851591513779
136729,0,0.003185379010067313
136730,0,0.0011645476418723508
136731,0,0.009391208482722414
136732,0,0.002221284159941382
136733,0,0.0018029674763923662
136734,0,0.0019395707722598442
136735,0,0.001710232549896863
136736,0,0.002929058284441684
136737,0,0.0012107192821165821
136738,0,0.0017725920354503305
136739,0,0.006809891002129017
136740,0,0.002104528217653431
136741,0,0.020114603977326097
136742,0,0.0029513733823411433
136743,0,0.0026851141697788526
136744,0,0.0023485594018776935
136745,0,0.005920521564550006
136746,0,0.002344192690171937
136747,0,0.0018913984802772196
136748,0,0.0010307657111038725
136749,0,0.0008085027820121999
136750,0,0.0031643000602762485
136751,0,0.0021047067281474365
136752,0,0.0009103284702548332
136753,0,0.01433134155392088
136754,0,0.0024268670987842252
136755,0,0.008978680898615874
136756,0,0.0009199254662184008
136757,0,0.011118385270921792
136758,0,0.0018009621228308337
136759,0,0.002478440761689617
136760,0,0.0013921199310130757
136761,0,0.000956652354331855
136762,0,0.02476040591878714
136763,0,0.002976306655369633
136764,0,0.0017309843461354641
136765,0,0.002918083810170443
136766,0,0.0034373912483753807
136767,0,0.00740383458379461
136768,0,0.0012873756706091861
136769,0,0.002457650752586127
